studyCountry,studysite_adm1,lon_stud_adm1,lat_stud_adm1,birthCountry,countryID,contactCountry,contact_adm1,lon_cont_adm1,lat_cont_adm1,weight
Italy,Imperia,7.81935,44.011,Senegal,99,Senegal,,-14.4529612,14.4750607,2
Italy,Vicenza,11.4753,45.712,Senegal,99,Senegal,,-14.4529612,14.4750607,2
Italy,Treviso,12.2313,45.8092,Somalia,99,Somalia,,49.083416,8.3676771,2
Italy,Roma,12.7308,41.965,Iran,99,Sweden,,14.5208584,59.6749712,2
Italy,Milano,9.1154,45.442,Senegal,99,Senegal,Dakar,-17.3327,14.7835,2
Italy,Roma,12.7308,41.965,Iran,99,Iran,Esfahan,52.4195,32.9837,2
Italy,Roma,12.7308,41.965,Togo,99,Togo,Maritime,1.24665,6.42521,2
Italy,Turin,7.47211,45.1609,Nigeria,99,Nigeria,Delta,5.88195,5.44265,2
Italy,Udine,13.1961,46.0839,Togo,99,Togo,Maritime,1.24665,6.42521,2
Italy,Udine,13.1961,46.0839,Mali,99,Mali,Segou,-5.51952,13.5852,2
Italy,Venezia,12.1647,45.4591,Cameroon,99,Cameroon,Ouest,10.5889,5.36694,2
Greece,Voreio Aigaio,25.2262,39.9531,Afghanistan,1,Australia,,134.755,-24.7761086,3
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Switzerland,,8.2319736,46.7985624,3
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Greece,Attiki,23.7997,38.0626,3
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Germany,Hamburg,10.0344,53.559,3
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Afghanistan,Hirat,62.4845,34.1551,3
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Australia,New South Wales,146.781,-32.4751,3
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Afghanistan,Wardak,68.1087,34.4269,3
Pakistan,Islamabad Capital Territory,73.0628,33.7011,Afghanistan,1,Pakistan,Baluchistan,65.5512,27.5194,3
Pakistan,Islamabad Capital Territory,73.0628,33.7011,Afghanistan,1,Afghanistan,Nangarhar,70.3027,34.2153,3
Pakistan,Islamabad Capital Territory,73.0628,33.7011,Afghanistan,1,Pakistan,Sind,68.8685,26.3734,3
Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,Afghanistan,1,Pakistan,Punjab,72.3449,31.3589,3
Pakistan,Punjab,72.3449,31.3589,Afghanistan,1,Pakistan,Baluchistan,65.5512,27.5194,3
Italy,Udine,13.1961,46.0839,Afghanistan,1,Afghanistan,Laghman,70.2085,34.7273,3
Italy,Udine,13.1961,46.0839,Afghanistan,1,Afghanistan,Parwan,68.8995,34.9984,3
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,Belgium,Brussels,4.36266,50.8332,3
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,South Africa,KwaZulu-Natal,30.8231,-28.7468,3
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,DR Congo,Orientale,26.785,2.40438,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Australia,,134.755,-24.7761086,3
Ethiopia,Afar,41.0236,12.1232,Eritrea,3,Australia,,134.755,-24.7761086,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Canada,,-107.991707,61.0666922,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Eritrea,,37.9999668,15.9500319,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Germany,,10.4234469,51.0834196,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Switzerland,,8.2319736,46.7985624,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Germany,Berlin,13.4213,52.5131,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,USA,Indiana,-86.1396,39.8874,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,USA,Maryland,-77.0454,39.3874,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Norway,Oslo,10.6419,60.0237,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Italy,Roma,12.7308,41.965,3
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,USA,Virginia,-78.2431,37.7403,3
Italy,Roma,12.7308,41.965,Eritrea,3,Saudi Arabia,Ar Riyad,45.1404,23.3432,3
Italy,Roma,12.7308,41.965,Eritrea,3,Germany,Berlin,13.4213,52.5131,3
Italy,Roma,12.7308,41.965,Eritrea,3,Sudan,Khartoum,32.9823,15.7338,3
Italy,Roma,12.7308,41.965,Eritrea,3,Switzerland,Solothurn,7.41999,47.4325,3
Italy,Roma,12.7308,41.965,Eritrea,3,Israel,Tel Aviv,34.8091,32.0966,3
Ethiopia,Tigray,38.2158,14.1003,Eritrea,3,Ethiopia,Addis Ababa,38.7815,8.966,3
Ethiopia,Tigray,38.2158,14.1003,Eritrea,3,Israel,Tel Aviv,34.8091,32.0966,3
Jordan,Ajlun,35.761,32.2932,Syria,4,Germany,,10.4234469,51.0834196,3
Jordan,Irbid,35.8195,32.5559,Syria,4,Netherlands,,5.453803502,52.17826107,3
Jordan,Ajlun,35.761,32.2932,Syria,4,Jordan,Ajlun,35.761,32.2932,3
Jordan,Ajlun,35.761,32.2932,Syria,4,Kuwait,Al Asimah,48.3318,29.4497,3
Jordan,Ajlun,35.761,32.2932,Syria,4,USA,Michigan,-84.9479,43.4343,3
Jordan,Ajlun,35.761,32.2932,Syria,4,Jordan,Zarqa,36.8284,31.8095,3
Greece,Attiki,23.7997,38.0626,Syria,4,Sweden,Skane,13.5193,55.9073,3
Jordan,Irbid,35.8195,32.5559,Syria,4,Syria,Aleppo,37.601,36.1054,3
Jordan,Irbid,35.8195,32.5559,Syria,4,Lebanon,Beirut,35.5093,33.8849,3
Jordan,Irbid,35.8195,32.5559,Syria,4,Germany,Hessen,8.95873,50.6098,3
Jordan,Irbid,35.8195,32.5559,Syria,4,Syria,Homs (Hims),38.1425,34.1503,3
Jordan,Irbid,35.8195,32.5559,Syria,4,Jordan,Mafraq,37.6195,32.2481,3
Jordan,Irbid,35.8195,32.5559,Syria,4,Czech Republic,Prague,14.4487,50.0647,3
Jordan,Irbid,35.8195,32.5559,Syria,4,Canada,Quebec,-73.7168,52.2593,3
Jordan,Mafraq,37.6195,32.2481,Syria,4,Lebanon,Beirut,35.5093,33.8849,3
Jordan,Mafraq,37.6195,32.2481,Syria,4,Jordan,Irbid,35.8195,32.5559,3
Jordan,Mafraq,37.6195,32.2481,Syria,4,Turkey,Istanbul,28.8463,41.1285,3
Jordan,Mafraq,37.6195,32.2481,Syria,4,Jordan,Zarqa,36.8284,31.8095,3
Greece,Attiki,23.7997,38.0626,Pakistan,5,Iran,,51.3896004,35.6892523,3
Italy,Turin,7.47211,45.1609,Mali,99,Mali,,-2.2900239,16.3700359,3
Italy,Treviso,12.2313,45.8092,Nigeria,99,Nigeria,,7.9999721,9.6000359,3
Italy,Turin,7.47211,45.1609,Senegal,99,Senegal,,-14.4529612,14.4750607,3
Italy,Turin,7.47211,45.1609,Somalia,99,Somalia,,49.083416,8.3676771,3
Italy,Turin,7.47211,45.1609,Somalia,99,Sweden,,14.5208584,59.6749712,3
Italy,Imperia,7.81935,44.011,Mali,99,France,Paris,2.34347,48.8594,3
Italy,Milano,9.1154,45.442,Senegal,99,France,Paris,2.34347,48.8594,3
Italy,Turin,7.47211,45.1609,Senegal,99,Senegal,Dakar,-17.3327,14.7835,3
Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,Afghanistan,1,Afghanistan,Baghlan,68.9831,35.8588,4
Pakistan,Punjab,72.3449,31.3589,Afghanistan,1,Afghanistan,Kandahar,65.7163,31.135,4
Pakistan,Punjab,72.3449,31.3589,Afghanistan,1,Pakistan,Sind,68.8685,26.3734,4
Pakistan,Sind,68.8685,26.3734,Afghanistan,1,Canada,Ontario,-84.7943,50.5244,4
Pakistan,Sind,68.8685,26.3734,Afghanistan,1,Iran,Tehran,51.6548,35.5146,4
Greece,Voreio Aigaio,25.2262,39.9531,Afghanistan,1,Iran,Tehran,51.6548,35.5146,4
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,DR Congo,Maniema,26.0336,-3.26017,4
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,USA,,-100.4458825,39.7837304,4
Italy,Roma,12.7308,41.965,Eritrea,3,UK,,-1.462061885,52.28097045,4
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Denmark,Hovedstaden,12.3198,55.8486,4
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Eritrea,Maekel,38.9679,14.858,4
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Canada,Ontario,-84.7943,50.5244,4
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Sweden,Stockholm,17.8652,59.3659,4
Italy,Roma,12.7308,41.965,Eritrea,3,USA,California,-119.591,36.7496,4
Italy,Roma,12.7308,41.965,Eritrea,3,Italy,Milano,9.1154,45.442,4
Italy,Roma,12.7308,41.965,Eritrea,3,Netherlands,Zuid-Holland,4.52252,52.0075,4
Ethiopia,Tigray,38.2158,14.1003,Eritrea,3,Germany,Bayern,11.3966,49.0056,4
Greece,Attiki,23.7997,38.0626,Syria,4,Denmark,,10.3333283,55.670249,4
Greece,Attiki,23.7997,38.0626,Syria,4,Sweden,,14.5208584,59.6749712,4
Jordan,Mafraq,37.6195,32.2481,Syria,4,Turkey,,34.9249653,38.9597594,4
Jordan,Irbid,35.8195,32.5559,Syria,4,UK,,-1.462061885,52.28097045,4
Jordan,Irbid,35.8195,32.5559,Syria,4,USA,,-100.4458825,39.7837304,4
Jordan,Ajlun,35.761,32.2932,Syria,4,Jordan,Jarash,35.856,32.2186,4
Jordan,Ajlun,35.761,32.2932,Syria,4,Jordan,Mafraq,37.6195,32.2481,4
Italy,Udine,13.1961,46.0839,Pakistan,5,Pakistan,,67.91064443,29.10819827,4
Italy,Turin,7.47211,45.1609,Ghana,99,Ghana,,-1.0800271,8.0300284,4
Italy,Milano,9.1154,45.442,Cote d'Ivoire,99,Ivory Coast,,-5.5679458,7.9897371,4
Italy,Turin,7.47211,45.1609,Cote d'Ivoire,99,Ivory Coast,Lagunes,-4.42852,5.4607,4
Italy,Turin,7.47211,45.1609,Mali,99,Mali,Timbuktu,-3.295,19.9073,4
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Afghanistan,Bamyan,67.2365,34.9693,5
Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,Afghanistan,1,Afghanistan,Kabul,69.3846,34.4949,5
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Sweden,,14.5208584,59.6749712,5
Italy,Roma,12.7308,41.965,Eritrea,3,Switzerland,,8.2319736,46.7985624,5
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,USA,District of Columbia,-77.0113,38.8922,5
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Germany,Hamburg,10.0344,53.559,5
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Australia,New South Wales,146.781,-32.4751,5
Italy,Roma,12.7308,41.965,Eritrea,3,Norway,Oslo,10.6419,60.0237,5
Italy,Roma,12.7308,41.965,Eritrea,3,Switzerland,Zurich,8.6609,47.4297,5
Jordan,Irbid,35.8195,32.5559,Syria,4,Germany,,10.4234469,51.0834196,5
Jordan,Irbid,35.8195,32.5559,Syria,4,Kuwait,,47.4979476,29.2733964,5
Jordan,Irbid,35.8195,32.5559,Syria,4,United Arab Emirates,,53.9994829,24.0002488,5
Jordan,Irbid,35.8195,32.5559,Syria,4,France,Paris,2.34347,48.8594,5
Jordan,Irbid,35.8195,32.5559,Syria,4,Sweden,Stockholm,17.8652,59.3659,5
Jordan,Mafraq,37.6195,32.2481,Syria,4,Turkey,Hatay,36.2284,36.4876,5
Jordan,Mafraq,37.6195,32.2481,Syria,4,Syria,Idlib,36.6829,35.8528,5
Jordan,Mafraq,37.6195,32.2481,Syria,4,Jordan,Mafraq,37.6195,32.2481,5
Jordan,Mafraq,37.6195,32.2481,Syria,4,Lebanon,North Lebanon,36.0424,34.3933,5
Italy,Udine,13.1961,46.0839,Pakistan,5,Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,5
Italy,Turin,7.47211,45.1609,Gambia,99,Gambia,,-15.4900464,13.470062,5
Italy,Milano,9.1154,45.442,Senegal,99,Senegal,,-14.4529612,14.4750607,5
Italy,Imperia,7.81935,44.011,Guinea,99,Guinea,Kankan,-9.12624,10.1319,5
Italy,Treviso,12.2313,45.8092,Nigeria,99,Nigeria,Edo,5.84934,6.52416,5
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Iran,Fars,53.0793,29.4007,6
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,Burundi,Bujumbura Mairie,29.3689,-3.39861,6
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,Uganda,Kampala,32.6048,0.360019,6
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,Canada,Quebec,-73.7168,52.2593,6
Italy,Roma,12.7308,41.965,Eritrea,3,Norway,,9.0999715,60.5000209,6
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Israel,Tel Aviv,34.8091,32.0966,6
Italy,Roma,12.7308,41.965,Eritrea,3,Uganda,Kampala,32.6048,0.360019,6
Italy,Roma,12.7308,41.965,Eritrea,3,Canada,Ontario,-84.7943,50.5244,6
Jordan,Irbid,35.8195,32.5559,Syria,4,Jordan,Zarqa,36.8284,31.8095,6
Jordan,Mafraq,37.6195,32.2481,Syria,4,Syria,Aleppo,37.601,36.1054,6
Jordan,Mafraq,37.6195,32.2481,Syria,4,Lebanon,Beqaa,36.1086,34.0494,6
Pakistan,Islamabad Capital Territory,73.0628,33.7011,Afghanistan,1,Pakistan,Punjab,72.3449,31.3589,7
Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,Afghanistan,1,Afghanistan,Laghman,70.2085,34.7273,7
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,Rwanda,Kigali City,30.1253,-1.92643,7
Italy,Roma,12.7308,41.965,Eritrea,3,Netherlands,,5.453803502,52.17826107,7
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,UK,Westminster,-0.161651,51.5115,7
Italy,Roma,12.7308,41.965,Eritrea,3,Canada,Alberta,-115,55.2816,7
Italy,Roma,12.7308,41.965,Eritrea,3,Germany,Hessen,8.95873,50.6098,7
Jordan,Irbid,35.8195,32.5559,Syria,4,United Arab Emirates,Abu Dhabi,54.0817,23.5238,7
Jordan,Irbid,35.8195,32.5559,Syria,4,United Arab Emirates,Dubay,55.3436,24.9508,7
Jordan,Mafraq,37.6195,32.2481,Syria,4,Jordan,Amman,36.4418,31.6211,7
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Afghanistan,Kabul,69.3846,34.4949,8
Pakistan,Sind,68.8685,26.3734,Afghanistan,1,Pakistan,Baluchistan,65.5512,27.5194,8
Pakistan,Sind,68.8685,26.3734,Afghanistan,1,Pakistan,Punjab,72.3449,31.3589,8
Italy,Roma,12.7308,41.965,Eritrea,3,Canada,,-107.991707,61.0666922,8
Italy,Roma,12.7308,41.965,Eritrea,3,Sweden,Stockholm,17.8652,59.3659,8
Italy,Roma,12.7308,41.965,Eritrea,3,UK,Westminster,-0.161651,51.5115,8
Italy,Turin,7.47211,45.1609,Nigeria,99,Nigeria,Edo,5.84934,6.52416,8
Italy,Roma,12.7308,41.965,Eritrea,3,Germany,,10.4234469,51.0834196,9
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Eritrea,Anseba,39.0563,15.2792,9
Jordan,Mafraq,37.6195,32.2481,Syria,4,Canada,,-107.991707,61.0666922,9
Jordan,Irbid,35.8195,32.5559,Syria,4,Syria,Damascus,36.2897,33.5101,9
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,DR Congo,Katanga,26.2512,-8.48374,10
Italy,Roma,12.7308,41.965,Eritrea,3,Sweden,,14.5208584,59.6749712,10
Italy,Roma,12.7308,41.965,Eritrea,3,USA,,-100.4458825,39.7837304,10
Italy,Turin,7.47211,45.1609,Cote d'Ivoire,99,France,,1.8883335,46.603354,10
Italy,Turin,7.47211,45.1609,Gambia,99,Germany,,10.4234469,51.0834196,10
Italy,Turin,7.47211,45.1609,Cote d'Ivoire,99,Ivory Coast,,-5.5679458,7.9897371,10
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Afghanistan,Ghazni,67.8006,33.4079,11
Pakistan,Sind,68.8685,26.3734,Afghanistan,1,Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,11
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Germany,Hessen,8.95873,50.6098,11
Jordan,Ajlun,35.761,32.2932,Syria,4,Jordan,Irbid,35.8195,32.5559,11
Jordan,Irbid,35.8195,32.5559,Syria,4,Kuwait,Al Asimah,48.3318,29.4497,11
Greece,Attiki,23.7997,38.0626,Afghanistan,1,Iran,Tehran,51.6548,35.5146,13
Italy,Roma,12.7308,41.965,Eritrea,3,Ethiopia,Addis Ababa,38.7815,8.966,13
Jordan,Irbid,35.8195,32.5559,Syria,4,Germany,Berlin,13.4213,52.5131,13
Jordan,Irbid,35.8195,32.5559,Syria,4,Kuwait,Hawalli,48.0306,29.3243,13
Pakistan,Punjab,72.3449,31.3589,Afghanistan,1,Pakistan,Punjab,72.3449,31.3589,17
Greece,Voreio Aigaio,25.2262,39.9531,Afghanistan,1,Afghanistan,Kabul,69.3846,34.4949,17
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,DR Congo,Kinshasa City,15.8492,-4.49522,17
Jordan,Irbid,35.8195,32.5559,Syria,4,Jordan,Amman,36.4418,31.6211,19
Pakistan,Islamabad Capital Territory,73.0628,33.7011,Afghanistan,1,Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,20
Jordan,Irbid,35.8195,32.5559,Syria,4,Canada,,-107.991707,61.0666922,21
Jordan,Irbid,35.8195,32.5559,Syria,4,Jordan,Irbid,35.8195,32.5559,21
Italy,Turin,7.47211,45.1609,Nigeria,99,Nigeria,,7.9999721,9.6000359,21
Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,Afghanistan,1,Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,23
Jordan,Mafraq,37.6195,32.2481,Syria,4,Syria,Homs (Hims),38.1425,34.1503,24
Pakistan,Punjab,72.3449,31.3589,Afghanistan,1,Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,25
Italy,Udine,13.1961,46.0839,Pakistan,5,India,Punjab,72.3449,31.3589,31
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,DR Congo,Nord-Kivu,28.5939,-0.659128,42
Jordan,Irbid,35.8195,32.5559,Syria,4,Syria,Dar`a,36.1698,32.8686,42
Greece,Attiki,23.7997,38.0626,Syria,4,Germany,,10.4234469,51.0834196,73
Greece,Attiki,23.7997,38.0626,Pakistan,5,Pakistan,Punjab,72.3449,31.3589,90
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,DR Congo,Sud-Kivu,28.1159,-3.10474,181
